Survey;Label
Mungkin dari saya untuk penyampaian materi nya lebih bagus lagi dan tidak bikin Siswa nya ngantuk dan sesekali harus ada game;negatif
Tidak ada, selama Pelajaran basis data selalu lancar;positif
Bu care sama siswa nya, respect bu.;positif
Tolong bu kalok menjelaskan Pelajaran jangan lama¿¿ dan slide powerpoint nya jangan terlalu banyak, cukup diberi contoh soal saja dan tugas itu sudah cukup;negatif
terlalu cepat absensi;negatif
kalau memberi kabar jangan dadakan yaa buu hehhe;positif
dalam pembelajaran bu sudah sangat baik;positif
Dalam mengajar pak sudah sangat baik;positif
sudah sangat bagus dalam mengajar tetapi dalam masalah waktu terkadang kurang efisien;negatif
pembelajaran offline;negatif
Penyampaian materi sangat baik, narasumber sangat menarik dan interaktif serta menambah wawasan kami, mungkin saran hanya satu yaitu lebih sering diadakan kelas offline saja;negatif
Ditingkatkan lagi;positif
Pak sangat humble dan friendly kepada siswa, dan sudah bersikap adil kepada siswa. Maka dari itu, belum terdapat saran untuk beliau;positif
saran saya untuk penyampaian materi matematika sebaiknya lebih sering untuk menjelaskan secara tertulis di papan tulis dan ppt sebagai selingannya dan terimakasih sudah menyampaikan materi dengan baik selama satu semester ini.;negatif
Menambah materi tentang mengamalkan pancasila dalam kehidupan sehari hari;positif
Semoga lebih banyak kelas offline dari pada kelas online nya;negatif
untuk pak sebaiknya kalau menjelaskan materi jangan terlalu cepat karena kadang suaranya terdengar kurang jelas juga;negatif
Mungkin buat ngasih tugas jangan terlalu beratberat;negatif
Perbanyak pemateri menggunakan Vidio, banyak Siswa lebih suka melihat dan mendengar drpd hanya mendengar dan membaca;negatif
bu kurang baik dalam penyampaian materi kepada siswa/i;negatif
Sehat selalu pak;positif
Bagus;positif
materinya saja sih yg memberatkan kan mapelnya dari sekolah jadi agak membuat laptop blackscreen jadi laptop Siswa lain banyak yg rusak akibat remaistering dari mapel sisop nya bukan dari guru nya mohon dihapus mapelnya;negatif
Semangat bu :);positif
Selalu jaga kesehatan dan jangan lupa bahagia untuk ibu dan bapak guru semuanya;positif
perlu dijelaskan materi yang mengandung bahasa inggris lebih detail bu karena kadang sulit untuk dipahami;negatif
Saran untuk pak , mungkin kedepannya jika kelas diadakan secara daring. Mohon untuk diadakan gmeet atau zoom sungguhan. Dan jika memberikan tugas mohon berikan submission di e learning, karena kami terdakang sudah mengerjakan tetapi tidak dapat dikumpulkan;negatif
menjadi lebih baik;positif
pelajarannya cukup memuaskan, kurang di bagian servernya karena tidak dapat di akses dari rumah dan setiap saat;negatif
Tidak ada, Selama Pelajaran MPB selalu lancar;positif
terlalu cepat dalam menyampaikan materi;negatif
alhamdulillah tidak ada buu......;positif
semua baik baik saja. semoga kedepannya lebih baik;positif
sehat selalu bu;positif
baik banget dalam menerangkan semua materi yang ada sehingga kita bisa paham dengan materi itu.;positif
Semangat pak GBU;positif
lebih adil kepada Siswa untuk penilaian keaktifan , Siswa menjawab 1 pertanyaan langsung mendapat nilai A di awal pembelajaran , sedangkan yg aktif belum tentu;negatif
alhamdulillah sudah cukup baik dan jelas dalam penyampaian materi;positif
Materi cukup berat namun pengajaran cukup santai dan dapat diterima oleh siswa, dan kurasa ini mapelnya memang susah :(;positif
Saya harap untuk ke depannya ibu dapat lebih berinteraksi dengan siswanya;negatif
sering bentrok dengan urusan sekolah yang lain , tapi diharapkan untuk mengatur jadwal ulang dalam pergantian mapel agar materi setiap pertemuan dapat tersampaikan tepat waktu.;negatif
Lebih Ditingkatkan lagi;positif
Semoga bu diberi kesehatan dan dilancarkan segala urusannya.;positif
Tetap semangat dan sabar dalam menyampaikan materi kepada siswa. semangat saya semangat juga buuk;positif
Baikk;positif
Terimakasih atas apa yang ibu berikan.;positif
Terimakasih pak sudah memberikan penjelasan materi dgn baik dan mudah difahami semoga bermanfaat kedepannya aminnn;positif
mungkin sama sama seperti sblmnya tentang share materinya dulu di e learing;negatif
maaf bu tugas saya lewat deadline terus;positif
Tetap semangat dan istiqomah bu.;positif
Tidak ada karena menurut saya sudah cukup baik.;positif
cara menjelaskan materi lebih diperjelas dan jangan terlalu banyak materi pada setiap pertemuan kelas.;negatif
Bapak Guru sudah cukup baik;positif
ada salah satu guru yang menjelaskan materi sesuai moof;positif
SEMOGA LEBIH BAIK LAGI MENGAJARNYA;positif
cara mengajar sangat menyenangkan;positif
Lebih menjabarkan materi lebih luas beserta contoh contoh;negatif
Lebih sabar aja pak... melihat tingkah Siswa;positif
Saya kadang merasa susah mengerti beberapa materi, tapi karena temanteman yang lain cepat mengerti jadi penjelasan materinya lebih cepat dan saya masih belum mengerti;negatif
tidak ada saran,Pak cukup enak dan asik saat menjelaskan materi;positif
sudah sangat baik dalam segala halnya;positif
saran saya agar melakukan metode pembelajaran yang lebih efektif, karena matematika sendiri bukan mataPelajaran yang mudah serta butuh cara menerangkan yang lebih bagus agar mahasiwa dapat memahami materi yang diberikan, dan setiap tugas yang sudah dikumpulkan sebaiknya diberitau nilai,pembetulan atau pembahasan jawaban agar Siswa bisa mengetahui mana yang benar dan yang salah. jika cara yang digunakan Siswa dalam melakukan penghitungan salah tetapi tidak diberitahu pembenarannya, bagaimana cara kita mempelajari pada saat ujian.;negatif
Untuk guru matematika sebaiknya terdapat guru yang lebih jelas lagi dalam memberikan materi supaya Siswa pun tidak terlalu kesulitan;negatif
tidak ada sudah cukup menurut saya;positif
Terima kasih atas pembelajaran kita semoga dengan materi yang diberikan dapat membuat kami dapat megapikasikan materi ini dalam kehidupan keseharian kami;positif
sudah cukup baik dalam pembelajaran;positif
Mungkin dalam pemberian materi, jika ada materi yang sulit atau tidak bisa dilakukan secara satu waktu, maka guru pengampu hendak nya memberikan rekaman video terkait materi tersebut;negatif
jarang offline;negatif
sangat bagus;positif
terima kasih telah sabar mengajar kami semoga sehat selalu;positif
Tetap semangat dan terus berkembang;positif
Ditambah lagi untuk penjelasan terkait materi yang diajarkan;negatif
sangat baik dalam menumbuhkan rasa berbisnis digital kepada siswanya;positif
semoga lebih baik lagi amiin makasih bu;positif
Sudah, cukup sekali;positif
semoga kedepannya jauh lebih baik;positif
ketika tidak ada mapel psd mungkin bisa memberi kabar di malam harinya bu, kalau dalam mengajar sudah sangat bagus. dabest bu;positif
Gurunya santai dan selalu memberikan instruksi yang jelas tentang tugas kami dan materi lainnya.;positif
pada saat penjelasan materi tidak terlalu cepat agar mudah dipahami;negatif
Semoga kedepannya lebih baik lagi dan diberikan nilai yang baik;positif
Semoga di kelas selanjutnya diadakan kelas offline;negatif
Semoga metode pembelajaran yang sudah bagus dapat dipertahankan;positif
hanya saran bu, biar ga lemes lemes waktu ngajar;positif
Sangat keren kok;positif
mantap pakkk;positif
Jelaskan lebih baik tentang materi;negatif
Cukup baik Bu, terima kasih untuk bimbingan nya selama setengah semester ini, terima kasih, semoga ilmu yang diberikan bisa bermanfaat bagi saya dan temanteman sekalian, aamiin;positif
Untuk tugasnya mungkin bisa sedikit dikurangi;negatif
mungkin kedepannya dalam proses pembelajaran lebih kreatif dan membaur agar tidak membosankan;negatif
Perlu menjadi teladang yang baik untuk Siswa;negatif
Proses penjelasan materi kurang bisa dimengerti;negatif
Saran dari saya, guru pengampu dapat menyesuaikan metode pembelajaran yang aktif kepada Siswa agar tidak monoton sebatas penjelasan semata.;negatif
Bisa ditingkatkan interaksi dengan siswanya;negatif
Tetap semangat bu untuk mengajarnya sehat selalu...;positif
terimakasih atas bimbingan nya bu;positif
asisten;positif
Sudah baik terus tingkatkan;positif
Mungkin masalah jadwal bisa lebih di tepat kan dan mungkin zoom bisa di pisah agar setiap jurusan nya masingmasing biar bisa lebih memahami materi yang di sampaikan;negatif
semoga semester depan ketemu dengan bu lagi;positif
lebih interaktif lagi dengan Siswa apalagi Pelajarannya online, penjelasan terlalu cepat saat praktikum, pemberian tugas besar mepet deadline tidak dari awal sehingga mahasiwa tergupuhgupuh;negatif
semoga lebih baik lagi;positif
Semakin ditingkatkan kan lagi;positif
GG;positif
menjadi guru terbaik;positif
sudah bagus pak;positif
untuk pembelajaran kedepannya bisa di adakan secara offline tidak online;negatif
Semangat pak;positif
lebih sabar dalam mengajar;negatif
tidak ad;positif
Tidak ada, karena sudah sangat baik;positif
Semangat pak dan bu;positif
sangat happy dan enjoy dengan kelas pak;positif
interaksi yang harus dipertahankan;positif
saya harap kedepanya para guru mampu untuk menarik minat Siswa dalam memperhatikan saat pembelajaran berlangsung tanpa membebani siswa, serta menjadikan kegiatan belajar mengajar lebih menarik dan tidak membosankan;negatif
cukup baik dan saya sarankan untuk meluangkan waktu saat melakukan pembelajaran;negatif
mungkin nilai kuiz dikasih liat dikit pak, saya penasaran;positif
saran saya, kalau boleh ditingkatkan lagi cara mengajar agar Siswa mahasiswi lebih bersemangat lagi;positif
tidak ada saran sudah sangat baik humoris saat mengajar jadi tidak bosen dan sangat berbaur asik;positif
Guru luar biasa yang sangat disiplin, saya menyarankan untuk diadakan secara offline karena pengajarannya layak diterapkan di kelas secara offlline;positif
sudah baik dalam memberikan materi atau rps;positif
Guru telah bertindak sangat baik saat mengajar di dalam kelas maupun di luar kelas terimakasih telah memberi ilmu pada semester ini.;positif
Semangat bu... Lebih ceria;positif
Untuk selanjutnya lebih ditingkatkan lagi karena untuk kali ini tidak ada kekurangan apapun baik dalam proses pemberian materi ketika kelas sedang berlangsung maupun dalam menjelaskan;negatif
Deadline tugas nya agak menakutkan pak;negatif
sudah baik dalam mengajarnya akan tetapi sedikit membingungkan saat menerangkan materinya;negatif
semoga bisa mengajar tatap muka disekolah;negatif
lebih pelan¿¿¿ menjelaskan agar lebihpaham;negatif
dalam menjelaskan materi sudah cukup baik;positif
tugasnya jangan sulitsulit bu;negatif
Terlalu memojokon saat bertanya, kuranh sesuai seharusnya berikan guru yang benar benar katolik buka kristen;negatif
Bu the best. Guru favorit pertama kali masuk <3 wdy;positif
semangat mengajar! :);positif
Semoga kedepannya bisa offline;negatif
Tetap Semangat pakk....;positif
dari saya, penjelasan yang diberikan jelas tetepi terkadang terlalu cepat untuk saya apabila sedang mencatat rumus sekaligus merangkum penjelasan dari ibu, jadi sedikit keteteran. tapi sejauh ini materinya dapat saya pahami.;negatif
sangat baik sekali tapi lebih baik jika materinya yang bahasa Inggris sedikit saja;positif
kalo bisa offline biar lebih asikkk;negatif
Pertahankan;positif
tolong bu, link zoomnya diupload sehari sebelumnya, terima kasih;negatif
Cukup;positif
Tidak ada, Selama Pelajaran MS SI/TI selalu lancar;positif
Keren pakk;positif
Sudah sangat baik dalam pengajaran;positif
untuk bu tidak ada saran, karena saya sangat puas terhadap cara mengajar bu;positif
untuk penyampaian materi sedkiti kurang dimengerti dan saran saya untuk sedikit ontime;negatif
Sudah baik dalam menyampaikan dan membawakan materi pada saat pembelajaran berlangsung.;positif
Cukup baik dalam menjelaskan materi;positif
sudah cukup pak, pak saya masih diikutkan uas kan ?;positif
terimakasih sudah mengajar dan memberikan ilmu semoga lebih baik lagi;positif
semangat pak mengajarnya;positif
Semoga lebih bisa dalam menerima kritikan dari Siswa;negatif
Semoga lebih baik ( formalitas);positif
untuk saran tidak ada, karena semua sudah sesuai dan berjalan dengan baik;positif
Kalau bisa secara offline;negatif
Absensiku berkurang 1;positif
saran saya supaya ketika menjelaskan tidak terburuburu, tetapi secara materi sangat bisa dipahami karena setelah materi selalu diadakan quiz;negatif
Tolong untuk menjelaskan dengan baik dan tidak mempersulit Siswa;negatif
Terimakasih ibu, karena pengajaran di kelas ibu menyenangkan jadi materi yang di sampaikan langsung masuk ke kepala bu.;positif
Sangat Baik;positif
Saran saya tolong pak kalau bhat submitan tugas tetap biarin aja pak soalnya kadang sama sama teman ada kesibukan jadinya telat mengerjakan tapi sia pak soalnya submitannya sudah tidak ada;negatif
guru sudah melalukan pembelajaran dengan baik;positif
saran sama kaya matematika tadi sesekali bisa oncam agar Siswa bisa kenal lebih dekat lagi;negatif
mantap dan luar biasa;positif
bagus dan sudah bisa berinteraksi dengan Siswa lain;positif
mantab pak, salam dari diluar nalar production;positif
bu kalau bisa kelasnya offline;negatif
Terkadang kita bingugn ingin belajar apa untuk matop karena terlalu random dan kami Siswa kurang paham urutan dari belajar matop itu seperti apaa untuk urutannya;negatif
Semoga lebih baik lagi dalam mengajar dan menjelaskan, terima kasih Pak/Bu.;positif
Mengenai Saran saya, dalam penyampaian materi sudah cukup bagus, saran saya lebih agak lambat lagi (jangan terlalu cepat dalam penyampaian materi agar Siswa bisa memahami materi tersebut);negatif
saran dari saya, Ibu guru dapat lebih pelan dalam menyampaikan materi kepada Siswa agar dapat menyerap informasi dengan lebih baik;negatif
cara mengajarnya udah bagus;positif
Lebih banyak modul untuk belajar mandiri;negatif
Lebih sering memberi materi;negatif
lebih berusaha menarik perhatian Siswa saat mengajar agar kelas tidak pasif;negatif
Lebih ditingkatkan lagi menjadi guru yang lebih baik lagi terimakasih;positif
bu sangat baik dalam penyampaian dalam memberikan materi;positif
semoga kedepannya lebih interaktif saat menjelaskan materi;negatif
Mungkin lebih memperjelas materi yang mungkin ada sebagian Siswa;negatif
Sudah sangat baik dalam menyampaikan Pelajaran;positif
pembelajarannya sudah bagus, untuk kedepannya mungkin lebih dimaksimalkan waktu mulai pembelajaran;negatif
Sangat memuaskan;positif
Baik, dipertahankan;positif
Saran supaya kelas fisika diadakan offline agar lebih interaktif dan tidak pasif seperti selama satu semester ini. Terima Kasih;negatif
Semoga proses pembelajaran kedepannya lebih baik lagi;positif
Tetap menjadi guru wali dan guru pengajar saya buu;positif
mungkin cara penyampaian lebih jelas dan tidak cepat cepat;negatif
semangat mengajar bapak;positif
Untuk kedepannya jadwal materi lebih dipastikan agar tidak berbenturan dengan mapel lain, dan jam Pelajarannya terlalu pagi apabila jam 7;negatif
Coba nonton videovideonya Guru Gembul di Youtube Pak;positif
Very good overall, terlebih saat konsultasi tugas besar, and that Diluc BG is very nice :D;positif
asik, dipertahankan;positif
Format yang berubah membuat saya bingung. Harus di perbaiki dikedepannya;negatif
sangat teliti dan sudah bagus;positif
lebih sering masuk kelas bu;negatif
lebih sering memberikan pelajaran, dan memberitagu apakah hari ini masuk atau tidak minimal 3 jam sebelum Pelajaran;negatif
Semoga di beri kesehatan selalu;positif
apat melakukan koordinasi terlebih dahulu untuk membahas penggunaan waktu;negatif
Memberikan pemahaman yang lebih baik;positif
Sehat selalu untuk ibu;positif
terimakasih pak telah mengajari kita selama satu semester ini,semoga bapak sehat selalu dan kita bisa ketemu di semester lainnya;positif
